position	mass	molecular_formula	smiles	selfies	inchi	inchikey	name
pos_G8	154.135765196	C10H18O	CC1(C)C2CCC1(C)C(O)C2	[C][C][Branch1][C][C][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][Branch1][C][O][C][Ring1][Branch2]	InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3	DTGKSKDOIYIVQL-UHFFFAOYSA-N	DTGKSKDOIYIVQL-UHFFFAOYSA-N
pos_H8	194.0579088	C10H10O4	COc1cc(C=O)ccc1OC(C)=O	[C][O][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=C][C][Branch1][Ring1][C][=O][=C][Ring1][N]	InChI=1S/C10H10O4/c1-7(12)14-9-4-3-8(6-11)5-10(9)13-2/h3-6H,1-2H3	PZSJOBKRSVRODF-UHFFFAOYSA-N	PZSJOBKRSVRODF-UHFFFAOYSA-N
pos_A9	154.135765196	C10H18O	CC1(C)C2CCC1(C)C(O)C2	[C][C][Branch1][C][C][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][Branch1][C][O][C][Ring1][Branch2]	InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3	DTGKSKDOIYIVQL-UHFFFAOYSA-N	DTGKSKDOIYIVQL-UHFFFAOYSA-N
pos_B9	220.182715388	C15H24O	C=C1CCC2OC2(C)CCC2C1CC2(C)C	[C][=C][C][C][C][O][C][Ring1][Ring1][Branch1][C][C][C][C][C][C][Ring1][O][C][C][Ring1][Ring2][Branch1][C][C][C]	InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3	NVEQFIOZRFFVFW-UHFFFAOYSA-N	4,12,12-Trimethyl-9-methylene-5-oxatricyclo(8.2.0.04,6)dodecane
pos_C9	152.047344116	C8H8O3	COC(=O)c1ccc(O)cc1	[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]	InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3	LXCFILQKKLGQFO-UHFFFAOYSA-N	Methylparaben
pos_D9	152.083729624	C9H12O2	CC1=CC(=O)CC(C)(C)C1=O	[C][C][=C][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][=Branch2][=O]	InChI=1S/C9H12O2/c1-6-4-7(10)5-9(2,3)8(6)11/h4H,5H2,1-3H3	AYJXHIDNNLJQDT-UHFFFAOYSA-N	Ketoisophorone
pos_E9	198.140850576	C15H18	Cc1ccc(C(C)C)cc2c(C)ccc1-2	[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][=Branch1][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=C]	InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3	FWKQNCXZGNBPFD-UHFFFAOYSA-N	Guaiazulene
pos_F9	310.123676288	C19H19ClN2	Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1	[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][=Branch2][=C][C][C][N][C][C][Ring1][=Branch1][C][=C][Branch1][#Branch1][C][=C][C][=N][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1]	InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2	JAUOIFJMECXRGI-UHFFFAOYSA-N	Desloratadine
pos_G9	179.061614276	C6H13NO3S	O=S(=O)(O)NC1CCCCC1	[O][=S][=Branch1][C][=O][Branch1][C][O][N][C][C][C][C][C][C][Ring1][=Branch1]	InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)	HCAJEUSONLESMK-UHFFFAOYSA-N	Cyclamate
pos_H9	314.072513308	C16H14N2O3S	Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1	[C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring2][Ring1][Branch1]	InChI=1S/C16H14N2O3S/c1-11-15(12-7-9-14(10-8-12)22(17,19)20)16(18-21-11)13-5-3-2-4-6-13/h2-10H,1H3,(H2,17,19,20)	LNPDTQAFDNKSHK-UHFFFAOYSA-N	Valdecoxib
pos_A10	124.052429496	C7H8O2	COc1ccc(O)cc1	[C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]	InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3	NWVVVBRKAWDGAB-UHFFFAOYSA-N	NWVVVBRKAWDGAB-UHFFFAOYSA-N
pos_B10	328.240230264	C22H32O2	CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C	[C][C][=Branch1][C][=O][O][C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C]	InChI=1S/C22H32O2/c1-17(9-7-10-18(2)14-16-24-20(4)23)12-13-21-19(3)11-8-15-22(21,5)6/h7,9-10,12-14H,8,11,15-16H2,1-6H3/b10-7+,13-12+,17-9+,18-14+	QGNJRVVDBSJHIZ-QHLGVNSISA-N	QGNJRVVDBSJHIZ-QHLGVNSISA-N
pos_C10	225.038570324	C8H7N3O5	Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-]	[C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1]	InChI=1S/C8H7N3O5/c1-4-6(8(9)12)2-5(10(13)14)3-7(4)11(15)16/h2-3H,1H3,(H2,9,12)	ZEFNOZRLAWVAQF-UHFFFAOYSA-N	Dinitolmide
pos_D10	166.09669432	C6H10N6	Nc1nc(N)nc(NC2CC2)n1	[N][C][=N][C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][=N][C][Branch1][C][N][=N][Ring1][O]	InChI=1S/C6H10N6/c7-4-10-5(8)12-6(11-4)9-3-1-2-3/h3H,1-2H2,(H5,7,8,9,10,11,12)	LVQDKIWDGQRHTE-UHFFFAOYSA-N	Cyromazine
pos_E10	396.014550608	C12H19Cl3O8	OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl	[O][C][C][O][C][Branch2][Ring1][Branch1][O][C][Branch1][Ring1][C][Cl][O][C][Branch1][Ring1][C][Cl][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Ring2][Cl]	InChI=1S/C12H19Cl3O8/c13-1-4-7(17)10(20)12(3-14,22-4)23-11-9(19)8(18)6(15)5(2-16)21-11/h4-11,16-20H,1-3H2	BAQAVOSOZGMPRM-UHFFFAOYSA-N	GlyTouCan:G56943XV
pos_F10	262.0702048	C11H10N4O4	COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-]	[C][O][C][=Branch1][C][=O][N][/N][=C][/C][=N+1][Branch1][C][O-1][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=C][Ring1][N]	InChI=1S/C11H10N4O4/c1-19-11(16)13-12-6-8-7-14(17)9-4-2-3-5-10(9)15(8)18/h2-7H,1H3,(H,13,16)/b12-6+	OVGGLBAWFMIPPY-WUXMJOGZSA-N	N-[(E)-(1-hydroxy-4-oxido-quinoxalin-4-ium-2-ylidene)methyl]iminocarbamic acid methyl ester
pos_G10	390.240624188	C23H34O5	CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O	[C][C][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][C][Branch1][C][O][C][Branch1][C][C][C][Branch1][O][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][C][C][C][Ring1][P][Ring1][N][O]	InChI=1S/C23H34O5/c1-21-7-5-15(24)10-14(21)3-4-17-18(21)11-19(25)22(2)16(6-8-23(17,22)27)13-9-20(26)28-12-13/h9,14-19,24-25,27H,3-8,10-12H2,1-2H3	SHIBSTMRCDJXLN-UHFFFAOYSA-N	3-(3,12,14-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2H-furan-5-one
pos_A11	166.06299418	C9H10O3	CCOC(=O)c1ccc(O)cc1	[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]	InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3	NUVBSKCKDOMJSU-UHFFFAOYSA-N	Ethylparaben
pos_B11	89.047678464	C3H7NO2	CCOC(N)=O	[C][C][O][C][Branch1][C][N][=O]	InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)	JOYRKODLDBILNP-UHFFFAOYSA-N	Carbamic acid, ethyl ester
pos_C11	166.06299418	C9H10O3	CCOc1cc(C=O)ccc1O	[C][C][O][C][=C][Branch1][C][O][C][=C][C][Branch1][Ring1][C][=O][=C][Ring1][=Branch2]	InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3	CBOQJANXLMLOSS-UHFFFAOYSA-N	Ethylvanillin
pos_D11	194.130679816	C12H18O2	CCCCCCc1ccc(O)cc1O	[C][C][C][C][C][C][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2]	InChI=1S/C12H18O2/c1-2-3-4-5-6-10-7-8-11(13)9-12(10)14/h7-9,13-14H,2-6H2,1H3	WFJIVOKAWHGMBH-UHFFFAOYSA-N	Hexylresorcinol
pos_E11	110.036779432	C6H6O2	Oc1cccc(O)c1	[O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1]	InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H	GHMLBKRAJCXXBS-UHFFFAOYSA-N	Resorcinol
pos_F11	218.079038168	C9H14O6	CC(=O)OCC(COC(C)=O)OC(C)=O	[C][C][=Branch1][C][=O][O][C][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O]	InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3	URAYPUMNDPQOKB-UHFFFAOYSA-N	Triacetin
pos_G11	194.094294308	C11H14O3	CCCCOC(=O)c1ccc(O)cc1	[C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]	InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3	QFOHBWFCKVYLES-UHFFFAOYSA-N	Butylparaben
pos_H11	170.021523292	C7H6O5	O=C(O)c1cc(O)c(O)c(O)c1	[O][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2]	InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)	LNTHITQWFMADLM-UHFFFAOYSA-N	Gallic Acid
pos_A2	324.208930136	C22H28O2	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC	[C][#C][C][Branch1][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][C][Ring1][O][C][=Branch1][C][=C][C][C][Ring1][S][Ring2][Ring1][Ring2][C][C]	InChI=1S/C22H28O2/c1-4-21-13-14(3)20-17-9-7-16(23)12-15(17)6-8-18(20)19(21)10-11-22(21,24)5-2/h2,12,17-20,24H,3-4,6-11,13H2,1H3	GCKFUYQCUCGESZ-UHFFFAOYSA-N	13-ethyl-17-ethynyl-17-hydroxy-11-methylidene-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name)
pos_B2	178.026608672	C9H6O4	O=c1ccc2cc(O)c(O)cc2o1	[O][=C][C][=C][C][=C][Branch1][=N][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][Ring1][N]	InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H	ILEDWLMCKZNDJK-UHFFFAOYSA-N	Esculetin
pos_C2	156.15141526	C10H20O	CC1CCC(C(C)C)C(O)C1	[C][C][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][C][Ring1][#Branch2]	InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3	NOOLISFMXDJSKH-UHFFFAOYSA-N	Menthol
pos_D2	121.052763844	C7H7NO	NC(=O)c1ccccc1	[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)	KXDAEFPNCMNJSK-UHFFFAOYSA-N	Benzamide
pos_E2	290.079038168	C15H14O6	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	[O][C][=C][C][=C][Branch2][Ring1][#Branch2][C][C][Branch1][C][O][C][Branch1][#C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][Ring1][#C][C][Branch1][C][O][=C][Ring2][Ring1][Ring2]	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	PFTAWBLQPZVEMU-UHFFFAOYSA-N	2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol
pos_F2	290.079038168	C15H14O6	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	[O][C][=C][C][=C][Branch2][Ring1][#Branch2][C][C][Branch1][C][O][C][Branch1][#C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][Ring1][#C][C][Branch1][C][O][=C][Ring2][Ring1][Ring2]	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	PFTAWBLQPZVEMU-UHFFFAOYSA-N	2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol
pos_G2	950.43587388	C44H70O22	C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C1O)C3	[C][=C][C][C][C][C][C][C][Branch1][C][C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][C][C][C][Ring2][Ring1][Branch1][Branch1][C][C][C][Ring2][Ring1][#Branch2][C][C][C][Ring2][Ring1][#C][Branch2][Branch1][N][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch2][Ring2][#Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O][C][Ring2][Ring1][#C][O][C][Ring2][Branch1][#C]	InChI=1S/C44H70O22/c1-17-12-43-10-6-22-41(3,8-5-9-42(22,4)40(58)65-37-32(56)29(53)25(49)19(13-45)60-37)23(43)7-11-44(17,16-43)66-38-33(57)34(27(51)21(15-47)61-38)63-39-35(30(54)26(50)20(14-46)62-39)64-36-31(55)28(52)24(48)18(2)59-36/h18-39,45-57H,1,5-16H2,2-4H3	CHACNMULAGKUQN-UHFFFAOYSA-N	CHACNMULAGKUQN-UHFFFAOYSA-N
pos_H2	516.308703748	C30H44O7	CC(CC(=O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O)C(=O)O	[C][C][Branch2][Branch1][=C][C][C][=Branch1][C][=O][C][C][Branch1][C][C][C][C][C][Branch1][C][O][C][Branch1][C][C][C][=C][Branch1][N][C][=Branch1][C][=O][C][C][Ring1][N][Ring1][Branch2][C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][Ring1][#Branch2][C][C][Ring2][Ring1][Ring1][O][C][=Branch1][C][=O][O]	InChI=1S/C30H44O7/c1-15(10-17(31)11-16(2)26(36)37)18-12-23(35)30(7)25-19(32)13-21-27(3,4)22(34)8-9-28(21,5)24(25)20(33)14-29(18,30)6/h15-16,18-19,21,23,32,35H,8-14H2,1-7H3,(H,36,37)	DYOKDAQBNHPJFD-UHFFFAOYSA-N	DYOKDAQBNHPJFD-UHFFFAOYSA-N
pos_A3	442.38108084	C30H50O2	C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12	[C][=C][Branch1][C][C][C][C][C][C][Branch1][Ring1][C][O][C][C][C][Branch1][C][C][C][Branch2][Ring1][P][C][C][C][C][Branch1][C][C][C][C][C][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C][Ring1][#Branch2][C][C][C][Ring1][=C][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][=N][Ring2][Ring1][#Branch2]	InChI=1S/C30H50O2/c1-19(2)20-10-15-30(18-31)17-16-28(6)21(25(20)30)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h20-25,31-32H,1,8-18H2,2-7H3	FVWJYYTZTCVBKE-UHFFFAOYSA-N	Lup-20(29)-ene-3beta,28-diol
pos_B3	290.2245802	C19H30O2	CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O	[C][C][C][C][C][C][Branch1][P][C][C][C][C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Ring1][O][C][C][Ring1][S][C][C][C][Ring2][Ring1][Ring1][O]	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3	NVKAWKQGWWIWPM-UHFFFAOYSA-N	NVKAWKQGWWIWPM-UHFFFAOYSA-N
pos_C3	164.083729624	C10H12O2	CC1=CC(=O)C(C(C)C)=CC1=O	[C][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][C][Ring1][#Branch2][=O]	InChI=1S/C10H12O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6H,1-3H3	KEQHJBNSCLWCAE-UHFFFAOYSA-N	KEQHJBNSCLWCAE-UHFFFAOYSA-N
pos_D3	224.083729624	C15H12O2	O=C(/C=C/c1ccc(O)cc1)c1ccccc1	[O][=C][Branch1][=C][/C][=C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C15H12O2/c16-14-9-6-12(7-10-14)8-11-15(17)13-4-2-1-3-5-13/h1-11,16H/b11-8+	PWWCDTYUYPOAIU-DHZHZOJOSA-N	PWWCDTYUYPOAIU-DHZHZOJOSA-N
pos_E3	504.169034944	C18H32O16	OCC1OC(OC2C(O)C(CO)OC2(CO)OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	[O][C][C][O][C][Branch2][Ring2][Branch2][O][C][C][Branch1][C][O][C][Branch1][Ring1][C][O][O][C][Ring1][Branch2][Branch1][Ring1][C][O][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][#C][O]	InChI=1S/C18H32O16/c19-1-5-8(23)11(26)13(28)16(30-5)32-15-10(25)7(3-21)33-18(15,4-22)34-17-14(29)12(27)9(24)6(2-20)31-17/h5-17,19-29H,1-4H2	QWIZNVHXZXRPDR-UHFFFAOYSA-N	GlyTouCan:G17361TJ
pos_F3	346.141638424	C19H22O6	C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O	[C][=C][C][C][C][C][Ring1][Branch1][Branch1][C][O][C][C][C][Ring1][#Branch1][C][C][=C][C][Branch1][C][O][C][Branch1][C][C][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][#Branch2][C][Ring1][O][C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O]	InChI=1S/C19H22O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h4,6,10-13,20,24H,1,3,5,7-8H2,2H3,(H,21,22)	IXORZMNAPKEEDV-UHFFFAOYSA-N	Gibberellin
pos_G3	208.109944372	C12H16O3	C/C=C/c1cc(OC)c(OC)cc1OC	[C][/C][=C][/C][=C][Branch1][Ring1][O][C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N]	InChI=1S/C12H16O3/c1-5-6-9-7-11(14-3)12(15-4)8-10(9)13-2/h5-8H,1-4H3/b6-5+	RKFAZBXYICVSKP-AATRIKPKSA-N	Asarone
pos_H3	214.110613068	C13H14N2O	COc1ccc2c3c([nH]c2c1)C(C)=NCC3	[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Ring2][NH1][Ring1][#Branch1][C][Branch1][C][C][=N][C][C][Ring1][Branch2]	InChI=1S/C13H14N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-4,7,15H,5-6H2,1-2H3	RERZNCLIYCABFS-UHFFFAOYSA-N	Harmaline
pos_A4	196.073558864	C10H12O4	COc1cc(O)c(C(C)=O)c(OC)c1	[C][O][C][=C][C][Branch1][C][O][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][Branch1][Ring1][O][C][=C][Ring1][N]	InChI=1S/C10H12O4/c1-6(11)10-8(12)4-7(13-2)5-9(10)14-3/h4-5,12H,1-3H3	FBUBVLUPUDBFME-UHFFFAOYSA-N	Xanthoxylin
pos_B4	168.042258736	C8H8O4	CC(=O)c1c(O)cc(O)cc1O	[C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O]	InChI=1S/C8H8O4/c1-4(9)8-6(11)2-5(10)3-7(8)12/h2-3,10-12H,1H3	XLEYFDVVXLMULC-UHFFFAOYSA-N	2',4',6'-Trihydroxyacetophenone
pos_C4	264.208930136	C17H28O2	CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C	[C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][C][C][C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C][Ring1][#Branch1][C][C][C][Ring1][#Branch2][C]	InChI=1S/C17H28O2/c1-11-6-7-13-15(3,4)14-10-17(11,13)9-8-16(14,5)19-12(2)18/h11,13-14H,6-10H2,1-5H3	HQKQRXZEXPXXIG-UHFFFAOYSA-N	Cedran-8-yl acetate
pos_D4	160.052429496	C10H8O2	Cc1ccc2oc(=O)ccc2c1	[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][Ring1][=Branch2]	InChI=1S/C10H8O2/c1-7-2-4-9-8(6-7)3-5-10(11)12-9/h2-6H,1H3	FXFYOPQLGGEACP-UHFFFAOYSA-N	6-Methylcoumarin
pos_E4	182.99901402	C7H5NO3S	O=C1NS(=O)(=O)c2ccccc21	[O][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)	CVHZOJJKTDOEJC-UHFFFAOYSA-N	Saccharin
pos_F4	155.131014164	C9H17NO	CC1(C)CC(=O)CC(C)(C)N1	[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][N][Ring1][#Branch2]	InChI=1S/C9H17NO/c1-8(2)5-7(11)6-9(3,4)10-8/h10H,5-6H2,1-4H3	JWUXJYZVKZKLTJ-UHFFFAOYSA-N	2,2,6,6-Tetramethyl-4-piperidone
pos_G4	410.3912516	C30H50	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C]	InChI=1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+	YYGNTYWPHWGJRM-AAJYLUCBSA-N	Squalene
pos_H4	112.016043988	C5H4O3	O=C(O)c1ccco1	[O][=C][Branch1][C][O][C][=C][C][=C][O][Ring1][Branch1]	InChI=1S/C5H4O3/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)	SMNDYUVBFMFKNZ-UHFFFAOYSA-N	SMNDYUVBFMFKNZ-UHFFFAOYSA-N
pos_A5	219.112010036	C10H13N5O	C/C(=C\CNc1ncnc2[nH]cnc12)CO	[C][/C][=Branch1][P][=C][\C][N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][NH1][Ring1][Branch1][C][O]	InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+	UZKQTCBAMSWPJD-FARCUNLSSA-N	UZKQTCBAMSWPJD-FARCUNLSSA-N
pos_B5	392.13722174	C22H20N2O5	CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	[C][C][C][=C][C][N][C][=Branch2][Ring1][Branch2][=C][C][=C][Branch1][#C][C][O][C][=Branch1][C][=O][C][Ring1][#Branch1][Branch1][C][O][C][C][C][Ring1][=C][=O][C][Ring2][Ring1][C][=N][C][=C][Ring2][Ring1][=Branch1][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]	InChI=1S/C22H20N2O5/c1-3-12-13-7-11(25)5-6-17(13)23-19-14(12)9-24-18(19)8-16-15(20(24)26)10-29-21(27)22(16,28)4-2/h5-8,25,28H,3-4,9-10H2,1-2H3	FJHBVJOVLFPMQE-UHFFFAOYSA-N	FJHBVJOVLFPMQE-UHFFFAOYSA-N
